Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_1	GO:0005488~binding	109	35.973597359735976	0.013888776119355871	RV2220, RV1530, RV2069, RV3798, RV2589, RV2865, RV2989, RV2506, RV3719, RV0714, RV0956, RV0678, RV0951, RV2191, RV0670, RV3561, RV2232, RV3045, RV2595, RV3168, RV1389, RV3841, RV1827, RV0700, RV0667, RV0386, RV2085, RV3772, RV1473, RV1510, RV1479, RV1997, RV0332, RV0452, RV1082, RV3145, RV1121, RV0500A, RV1641, RV1368, RV3826, RV0967, RV0167, RV1094, RV1173, RV2780, RV3871, RV0081, RV1297, RV1211, RV2702, RV3911, RV3638, RV0758, RV0757, RV0512, RV0873, RV0232, RV0078, RV0196, RV0194, RV3121, RV1221, RV3124, RV3006, RV1469, RV2713, RV0906, RV1626, RV1904, RV0501, RV0584, RV3490, RV0063, RV2241, RV3334, RV1552, RV2642, RV3855, RV1436, RV2009, RV2407, RV2807, RV0654, RV0894, RV0892, RV0252, RV1161, RV0491, RV0490, RV3188, RV1442, RV3863, RV2930, RV2259, RV3744, RV3109, RV1568, RV2536, RV3628, RV0928, RV1726, RV0803, RV1609, RV0127, RV0126, RV0002, RV0362, RV1170	162	1429	2439	1.1483943705777158	0.13052115553087384	0.13888776119355872	0.13888776119355872
GOTERM_MF_ALL	GO:0005488~binding	109	35.973597359735976	0.013888776119355871	RV2220, RV1530, RV2069, RV3798, RV2589, RV2865, RV2989, RV2506, RV3719, RV0714, RV0956, RV0678, RV0951, RV2191, RV0670, RV3561, RV2232, RV3045, RV2595, RV3168, RV1389, RV3841, RV1827, RV0700, RV0667, RV0386, RV2085, RV3772, RV1473, RV1510, RV1479, RV1997, RV0332, RV0452, RV1082, RV3145, RV1121, RV0500A, RV1641, RV1368, RV3826, RV0967, RV0167, RV1094, RV1173, RV2780, RV3871, RV0081, RV1297, RV1211, RV2702, RV3911, RV3638, RV0758, RV0757, RV0512, RV0873, RV0232, RV0078, RV0196, RV0194, RV3121, RV1221, RV3124, RV3006, RV1469, RV2713, RV0906, RV1626, RV1904, RV0501, RV0584, RV3490, RV0063, RV2241, RV3334, RV1552, RV2642, RV3855, RV1436, RV2009, RV2407, RV2807, RV0654, RV0894, RV0892, RV0252, RV1161, RV0491, RV0490, RV3188, RV1442, RV3863, RV2930, RV2259, RV3744, RV3109, RV1568, RV2536, RV3628, RV0928, RV1726, RV0803, RV1609, RV0127, RV0126, RV0002, RV0362, RV1170	162	1429	2439	1.1483943705777158	0.9950813859948054	1.0	1.0
UP_KEYWORDS	Lipoprotein	15	4.9504950495049505	0.014356508966657014	RV3044, RV3576, RV3006, RV1368, RV3623, RV1799, RV2999, RV1228, RV1922, RV0928, RV2905, RV0847, RV0835, RV0237, RV2290	302	96	3901	2.0183153973509933	0.8789125013565257	1.0	1.0
INTERPRO	IPR011991:Winged helix-turn-helix DNA-binding domain	16	5.2805280528052805	0.014924637397447104	RV0081, RV1221, RV3488, RV3124, RV2069, RV2642, RV3744, RV3911, RV1877, RV2989, RV1626, RV2618, RV0757, RV0678, RV0386, RV0491	253	109	3355	1.9465496609493418	0.9987953874809951	1.0	1.0
GOTERM_BP_5	GO:0034654~nucleobase-containing compound biosynthetic process	35	11.55115511551155	0.015706122222240868	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV1626, RV0803, RV0748, RV1904, RV0967, RV0667, RV0386	126	341	1771	1.442652329749104	0.9945291616396802	0.6307662066699588	0.6288489841572841
GOTERM_BP_FAT	GO:0034654~nucleobase-containing compound biosynthetic process	35	11.55115511551155	0.015930984610232825	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV1626, RV0803, RV0748, RV1904, RV0967, RV0667, RV0386	150	341	2125	1.45405669599218	0.999980082908828	0.882818485612411	0.8749595673428644
GOTERM_BP_ALL	GO:0034654~nucleobase-containing compound biosynthetic process	35	11.55115511551155	0.01600212887424306	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV1626, RV0803, RV0748, RV1904, RV0967, RV0667, RV0386	157	341	2228	1.4565627509946393	0.9999939654021361	0.596079300565554	0.5880782361284325
GOTERM_BP_ALL	GO:0006351~transcription, DNA-templated	23	7.590759075907591	0.016994501168305205	RV0081, RV1297, RV1221, RV3124, RV2069, RV2642, RV3855, RV3744, RV2865, RV3911, RV2989, RV2506, RV1626, RV0967, RV0757, RV0678, RV0667, RV0232, RV0452, RV0078, RV0386, RV0196, RV0491	157	198	2228	1.6484591134272664	0.9999971543551834	0.602900160494637	0.5948075408906822
GOTERM_BP_FAT	GO:0006351~transcription, DNA-templated	23	7.590759075907591	0.017027656250684486	RV0081, RV1297, RV1221, RV3124, RV2069, RV2642, RV3855, RV3744, RV2865, RV3911, RV2989, RV2506, RV1626, RV0967, RV0757, RV0678, RV0667, RV0232, RV0452, RV0078, RV0386, RV0196, RV0491	150	198	2125	1.6456228956228955	0.9999906063253055	0.882818485612411	0.8749595673428644
GOTERM_BP_5	GO:0006351~transcription, DNA-templated	23	7.590759075907591	0.01725500261407182	RV0081, RV1297, RV1221, RV3124, RV2069, RV2642, RV3855, RV3744, RV2865, RV3911, RV2989, RV2506, RV1626, RV0967, RV0757, RV0678, RV0667, RV0232, RV0452, RV0078, RV0386, RV0196, RV0491	126	198	1771	1.632716049382716	0.9967413558776057	0.6307662066699588	0.6288489841572841
GOTERM_BP_1	GO:0065007~biological regulation	47	15.51155115511551	0.017838141897758474	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV3198A, RV1211, RV2642, RV3855, RV2865, RV1315, RV0918, RV2009, RV3911, RV2428, RV2989, RV2506, RV2928, RV0757, RV0678, RV0873, RV0078, RV0232, RV0452, RV0196, RV1082, RV0491, RV3143, RV1241, RV2132, RV1221, RV3124, RV3841, RV2874, RV3744, RV3645, RV1205, RV2713, RV0928, RV1626, RV0748, RV1827, RV1904, RV0967, RV0146, RV0386	157	496	2228	1.3447195397575509	0.22274611340991624	0.12486699328430931	0.12486699328430931
GOTERM_BP_ALL	GO:0065007~biological regulation	47	15.51155115511551	0.017838141897758474	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV3198A, RV1211, RV2642, RV3855, RV2865, RV1315, RV0918, RV2009, RV3911, RV2428, RV2989, RV2506, RV2928, RV0757, RV0678, RV0873, RV0078, RV0232, RV0452, RV0196, RV1082, RV0491, RV3143, RV1241, RV2132, RV1221, RV3124, RV3841, RV2874, RV3744, RV3645, RV1205, RV2713, RV0928, RV1626, RV0748, RV1827, RV1904, RV0967, RV0146, RV0386	157	496	2228	1.3447195397575509	0.9999984989919579	0.6040643506286393	0.5959561043114763
GOTERM_MF_4	GO:0003677~DNA binding	33	10.891089108910892	0.019066337283217646	RV0081, RV3871, RV3334, RV2069, RV2642, RV3798, RV3855, RV2865, RV3911, RV2989, RV2506, RV3638, RV0757, RV0678, RV0078, RV0232, RV0452, RV2191, RV0670, RV0196, RV0491, RV2595, RV3188, RV0500A, RV1221, RV3124, RV3863, RV3744, RV0967, RV0667, RV0002, RV0386, RV2085	137	342	2065	1.454411576386221	0.8512954662642431	1.0	1.0
GOTERM_BP_4	GO:0034654~nucleobase-containing compound biosynthetic process	35	11.55115511551155	0.019242566662118495	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV1626, RV0803, RV0748, RV1904, RV0967, RV0667, RV0386	130	341	1805	1.4251071509136024	0.9953118238488182	0.8851580664574508	0.8851580664574508
GOTERM_BP_FAT	GO:0018130~heterocycle biosynthetic process	41	13.531353135313532	0.019862121991198863	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV1412, RV2865, RV1315, RV0918, RV3119, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV3109, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	150	422	2125	1.376382306477093	0.9999986586112473	0.9562193015762882	0.94770696358006
GOTERM_BP_ALL	GO:0018130~heterocycle biosynthetic process	41	13.531353135313532	0.02000724410294316	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV1412, RV2865, RV1315, RV0918, RV3119, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV3109, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	157	422	2228	1.3787544902949256	0.9999997109088985	0.6480607328996807	0.6393619311157923
GOTERM_MF_ALL	GO:0003677~DNA binding	33	10.891089108910892	0.021338276979794395	RV0081, RV3871, RV3334, RV2069, RV2642, RV3798, RV3855, RV2865, RV3911, RV2989, RV2506, RV3638, RV0757, RV0678, RV0078, RV0232, RV0452, RV2191, RV0670, RV0196, RV0491, RV2595, RV3188, RV0500A, RV1221, RV3124, RV3863, RV3744, RV0967, RV0667, RV0002, RV0386, RV2085	162	342	2439	1.452729044834308	0.9997243303001591	1.0	1.0
GOTERM_MF_DIRECT	GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	3	0.9900990099009901	0.023786546906570272	RV2259, RV1731, RV1436	162	4	2439	11.291666666666666	0.9904028087974011	1.0	1.0
GOTERM_BP_4	GO:0018130~heterocycle biosynthetic process	41	13.531353135313532	0.024206075274133272	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV1412, RV2865, RV1315, RV0918, RV3119, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV3744, RV3645, RV3109, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	130	422	1805	1.3489792198323003	0.9988443180623507	0.9544109679515405	0.9544109679515405
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	3	0.9900990099009901	0.026612040213427373	RV1221, RV2069, RV3911	157	4	2228	10.643312101910826	0.989799654146305	1.0	1.0
GOTERM_MF_FAT	GO:0003677~DNA binding	33	10.891089108910892	0.027190968705338707	RV0081, RV3871, RV3334, RV2069, RV2642, RV3798, RV3855, RV2865, RV3911, RV2989, RV2506, RV3638, RV0757, RV0678, RV0078, RV0232, RV0452, RV2191, RV0670, RV0196, RV0491, RV2595, RV3188, RV0500A, RV1221, RV3124, RV3863, RV3744, RV0967, RV0667, RV0002, RV0386, RV2085	152	342	2241	1.4226108033240996	0.9999584951032454	1.0	1.0
GOTERM_BP_FAT	GO:0016070~RNA metabolic process	32	10.561056105610561	0.030094613393724365	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3116, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1003, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	150	319	2125	1.42110762800418	0.9999999988634298	1.0	0.9925705794947994
GOTERM_BP_ALL	GO:0016070~RNA metabolic process	32	10.561056105610561	0.030096543096302865	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3116, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1003, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	157	319	2228	1.4235568955533813	0.9999999998703604	0.9025169280951868	0.8904026069127011
GOTERM_BP_5	GO:0016070~RNA metabolic process	32	10.561056105610561	0.030240421085192537	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3116, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1003, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	126	319	1771	1.4099616858237547	0.9999590285163263	0.9949098537028345	0.9918858115943151
GOTERM_BP_ALL	GO:0042221~response to chemical	18	5.9405940594059405	0.030924741211213524	RV3065, RV3794, RV1473, RV1221, RV3224, RV3168, RV2641, RV2069, RV2642, RV3855, RV2259, RV3911, RV0847, RV0967, RV0667, RV1082, RV1161, RV0194	157	151	2228	1.6916522546083437	0.9999999999313972	0.9025169280951868	0.8904026069127011
GOTERM_CC_ALL	GO:0071944~cell periphery	142	46.864686468646866	0.031494930668060396	RV1371, RV2220, RV3794, RV3798, RV2589, RV2989, RV2905, RV1817, RV3719, RV0714, RV0316, RV0830, RV0951, RV2191, RV1140, RV3044, RV3045, RV1782, RV1145, RV2874, RV3841, RV3448, RV2998, RV2999, RV1822, RV2637, RV1827, RV0700, RV0667, RV0146, RV0386, RV3691, RV1473, RV2287, RV3254, RV3136, RV3776, RV1477, RV1510, RV1479, RV1996, RV3810, RV1997, RV1877, RV0859, RV0332, RV2290, RV1082, RV3143, RV1483, RV3145, RV1121, RV3386, RV1003, RV1641, RV3269, RV1368, RV3789, RV2339, RV3826, RV2616, RV0847, RV0967, RV0167, RV2181, RV1094, RV1173, RV2780, RV3871, RV0081, RV1297, RV1453, RV2302, RV1731, RV3911, RV1339, RV0917, RV2428, RV0757, RV0512, RV0873, RV0079, RV0078, RV0194, RV3121, RV0072, RV3760, RV1983, RV3645, RV1469, RV2713, RV1866, RV1867, RV1626, RV1901, RV2715, RV0501, RV0104, RV3090, RV3490, RV1073, RV3330, RV2241, RV2000, RV1552, RV3850, RV3732, RV1795, RV3577, RV2248, RV1436, RV2807, RV2928, RV0896, RV0892, RV0252, RV1161, RV0490, RV3065, RV1440, RV3067, RV3224, RV2893, RV1442, RV1289, RV3863, RV2930, RV3109, RV2536, RV3628, RV0928, RV1609, RV0007, RV0127, RV0126, RV0246, RV0002, RV0122, RV0088, RV0362, RV1170, RV1050	185	1729	2455	1.0898660372344584	0.8486396943640249	0.9867055643984668	0.9867055643984668
GOTERM_BP_ALL	GO:1901362~organic cyclic compound biosynthetic process	42	13.861386138613863	0.031995128184608514	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV1412, RV2865, RV1315, RV0918, RV3119, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1665, RV3744, RV3645, RV3109, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	157	448	2228	1.3304140127388535	0.9999999999698859	0.9025169280951868	0.8904026069127011
GOTERM_BP_1	GO:0050896~response to stimulus	44	14.521452145214523	0.03308646116455081	RV1173, RV2780, RV3794, RV2220, RV3871, RV1473, RV2069, RV2641, RV2642, RV3855, RV1996, RV0918, RV2009, RV3911, RV2428, RV2506, RV2928, RV0757, RV2191, RV0670, RV1082, RV1161, RV0194, RV0491, RV3143, RV3065, RV1440, RV3224, RV1221, RV3168, RV3124, RV3841, RV2259, RV2930, RV3645, RV2339, RV0928, RV1626, RV0847, RV0967, RV0667, RV0146, RV0386, RV3490	157	475	2228	1.314542406972846	0.3756516354706282	0.15440348543457044	0.15440348543457044
GOTERM_BP_ALL	GO:0050896~response to stimulus	44	14.521452145214523	0.03308646116455081	RV1173, RV2780, RV3794, RV2220, RV3871, RV1473, RV2069, RV2641, RV2642, RV3855, RV1996, RV0918, RV2009, RV3911, RV2428, RV2506, RV2928, RV0757, RV2191, RV0670, RV1082, RV1161, RV0194, RV0491, RV3143, RV3065, RV1440, RV3224, RV1221, RV3168, RV3124, RV3841, RV2259, RV2930, RV3645, RV2339, RV0928, RV1626, RV0847, RV0967, RV0667, RV0146, RV0386, RV3490	157	475	2228	1.314542406972846	0.9999999999870045	0.9025169280951868	0.8904026069127011
GOTERM_BP_2	GO:0042221~response to chemical	18	5.9405940594059405	0.033348830784210415	RV3065, RV3794, RV1473, RV1221, RV3224, RV3168, RV2641, RV2069, RV2642, RV3855, RV2259, RV3911, RV0847, RV0967, RV0667, RV1082, RV1161, RV0194	145	151	2035	1.6729846997031286	0.8451761253550492	0.6113952310438575	0.6113952310438575
GOTERM_BP_ALL	GO:0009059~macromolecule biosynthetic process	42	13.861386138613863	0.03422036402792338	RV3330, RV2601A, RV0081, RV1297, RV3631, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV3911, RV2989, RV2506, RV3638, RV0714, RV0757, RV0678, RV0078, RV0232, RV0452, RV2191, RV0196, RV0491, RV1483, RV2132, RV1221, RV3124, RV3789, RV3744, RV1626, RV0748, RV1904, RV0967, RV0700, RV0667, RV0127, RV0126, RV0002, RV0386	157	450	2228	1.3245010615711252	0.9999999999945782	0.9025169280951868	0.8904026069127011
GOTERM_CC_FAT	GO:0005618~cell wall	62	20.462046204620464	0.034622308745166336	RV2780, RV2220, RV3871, RV1297, RV1453, RV3798, RV2302, RV2428, RV1817, RV0316, RV0512, RV0951, RV0830, RV0873, RV0079, RV2191, RV0194, RV3045, RV1782, RV3841, RV3448, RV2999, RV2713, RV1866, RV1867, RV1626, RV1827, RV0700, RV0667, RV0386, RV3490, RV1073, RV2241, RV2000, RV1473, RV3254, RV3136, RV1477, RV1479, RV1996, RV1997, RV1436, RV0859, RV0892, RV0252, RV1161, RV3143, RV3224, RV1442, RV1289, RV3269, RV3863, RV1368, RV2536, RV2339, RV0928, RV0007, RV0246, RV0002, RV0122, RV0088, RV1094	108	685	1424	1.1934036226007028	0.6761735834271383	0.6324014039338086	0.6324014039338086
GOTERM_BP_FAT	GO:0019438~aromatic compound biosynthetic process	39	12.871287128712872	0.035040349427415296	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1665, RV3744, RV3645, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	150	412	2125	1.3410194174757282	0.9999999999637615	1.0	0.9925705794947994
GOTERM_BP_ALL	GO:0019438~aromatic compound biosynthetic process	39	12.871287128712872	0.035131531429208614	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1665, RV3744, RV3645, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	157	412	2228	1.3433306536392307	0.9999999999973163	0.9025169280951868	0.8904026069127011
UP_KEYWORDS	Transcription	23	7.590759075907591	0.03531720026925985	RV0081, RV1297, RV1221, RV3124, RV2069, RV2642, RV3855, RV3744, RV2865, RV3911, RV2989, RV2506, RV1626, RV0967, RV0757, RV0678, RV0667, RV0232, RV0452, RV0078, RV0386, RV0196, RV0491	302	191	3901	1.5554765784820221	0.9947502076031743	1.0	1.0
GOTERM_BP_4	GO:0016070~RNA metabolic process	32	10.561056105610561	0.03592813398497496	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3116, RV3855, RV2865, RV0918, RV3911, RV2989, RV2506, RV0757, RV0678, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1003, RV3744, RV1626, RV0748, RV1904, RV0967, RV0667, RV0386	130	319	1805	1.392814082469255	0.9999588663775509	1.0	1.0
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	122	40.26402640264026	0.03617711265450774	RV1371, RV2220, RV3794, RV3798, RV2589, RV2989, RV2905, RV3719, RV0714, RV0830, RV2191, RV1140, RV3044, RV3045, RV1782, RV1145, RV2874, RV3841, RV3448, RV2998, RV2999, RV1822, RV2637, RV1827, RV0700, RV0667, RV0146, RV0386, RV3691, RV1473, RV2287, RV3254, RV3776, RV1510, RV1479, RV1996, RV3810, RV1997, RV1877, RV0859, RV0332, RV2290, RV1082, RV1483, RV3145, RV1121, RV3386, RV1003, RV1641, RV3269, RV1368, RV3789, RV2339, RV3826, RV2616, RV0847, RV0967, RV0167, RV2181, RV1094, RV1173, RV2780, RV3871, RV0081, RV1297, RV1453, RV1731, RV3911, RV1339, RV0917, RV2428, RV0757, RV0873, RV0079, RV0078, RV0194, RV3121, RV0072, RV1983, RV3645, RV1469, RV2713, RV1866, RV1626, RV1901, RV2715, RV0501, RV0104, RV3090, RV3490, RV1073, RV2241, RV2000, RV1552, RV3850, RV1795, RV3577, RV2248, RV1436, RV2807, RV2928, RV0896, RV0252, RV1161, RV0490, RV3065, RV1440, RV3067, RV3224, RV2893, RV3863, RV2930, RV3109, RV3628, RV0928, RV1609, RV0127, RV0126, RV0088, RV0362, RV1170, RV1050	185	1455	2455	1.1126962013559953	0.5715142279774208	0.4911247273265956	0.4911247273265956
GOTERM_BP_4	GO:1901362~organic cyclic compound biosynthetic process	42	13.861386138613863	0.038767917060866366	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV1412, RV2865, RV1315, RV0918, RV3119, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1665, RV3744, RV3645, RV3109, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	130	448	1805	1.3016826923076923	0.9999817778697951	1.0	1.0
GOTERM_CC_FAT	GO:0030312~external encapsulating structure	62	20.462046204620464	0.03952508774586304	RV2780, RV2220, RV3871, RV1297, RV1453, RV3798, RV2302, RV2428, RV1817, RV0316, RV0512, RV0951, RV0830, RV0873, RV0079, RV2191, RV0194, RV3045, RV1782, RV3841, RV3448, RV2999, RV2713, RV1866, RV1867, RV1626, RV1827, RV0700, RV0667, RV0386, RV3490, RV1073, RV2241, RV2000, RV1473, RV3254, RV3136, RV1477, RV1479, RV1996, RV1997, RV1436, RV0859, RV0892, RV0252, RV1161, RV3143, RV3224, RV1442, RV1289, RV3269, RV3863, RV1368, RV2536, RV2339, RV0928, RV0007, RV0246, RV0002, RV0122, RV0088, RV1094	108	689	1424	1.186475299682847	0.7248605807072219	0.6324014039338086	0.6324014039338086
GOTERM_BP_4	GO:0009059~macromolecule biosynthetic process	42	13.861386138613863	0.041463444618578045	RV3330, RV2601A, RV0081, RV1297, RV3631, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV3911, RV2989, RV2506, RV3638, RV0714, RV0757, RV0678, RV0078, RV0232, RV0452, RV2191, RV0196, RV0491, RV1483, RV2132, RV1221, RV3124, RV3789, RV3744, RV1626, RV0748, RV1904, RV0967, RV0700, RV0667, RV0127, RV0126, RV0002, RV0386	130	450	1805	1.295897435897436	0.9999916054832617	1.0	1.0
KEGG_PATHWAY	mtu02020:Two-component system	8	2.6402640264026402	0.04149793071605652	RV0490, RV2220, RV1552, RV1867, RV0928, RV0859, RV0491, RV1161	63	55	1030	2.378066378066378	0.9527175528589774	1.0	1.0
GOTERM_CC_2	GO:0071944~cell periphery	142	46.864686468646866	0.04178476127158262	RV1371, RV2220, RV3794, RV3798, RV2589, RV2989, RV2905, RV1817, RV3719, RV0714, RV0316, RV0830, RV0951, RV2191, RV1140, RV3044, RV3045, RV1782, RV1145, RV2874, RV3841, RV3448, RV2998, RV2999, RV1822, RV2637, RV1827, RV0700, RV0667, RV0146, RV0386, RV3691, RV1473, RV2287, RV3254, RV3136, RV3776, RV1477, RV1510, RV1479, RV1996, RV3810, RV1997, RV1877, RV0859, RV0332, RV2290, RV1082, RV3143, RV1483, RV3145, RV1121, RV3386, RV1003, RV1641, RV3269, RV1368, RV3789, RV2339, RV3826, RV2616, RV0847, RV0967, RV0167, RV2181, RV1094, RV1173, RV2780, RV3871, RV0081, RV1297, RV1453, RV2302, RV1731, RV3911, RV1339, RV0917, RV2428, RV0757, RV0512, RV0873, RV0079, RV0078, RV0194, RV3121, RV0072, RV3760, RV1983, RV3645, RV1469, RV2713, RV1866, RV1867, RV1626, RV1901, RV2715, RV0501, RV0104, RV3090, RV3490, RV1073, RV3330, RV2241, RV2000, RV1552, RV3850, RV3732, RV1795, RV3577, RV2248, RV1436, RV2807, RV2928, RV0896, RV0892, RV0252, RV1161, RV0490, RV3065, RV1440, RV3067, RV3224, RV2893, RV1442, RV1289, RV3863, RV2930, RV3109, RV2536, RV3628, RV0928, RV1609, RV0007, RV0127, RV0126, RV0246, RV0002, RV0122, RV0088, RV0362, RV1170, RV1050	179	1729	2352	1.0791396195689051	0.5555750910907946	0.49084946073201924	0.49084946073201924
GOTERM_BP_ALL	GO:0009410~response to xenobiotic stimulus	3	0.9900990099009901	0.04233126489374293	RV1221, RV2069, RV3911	157	5	2228	8.514649681528661	0.9999999999999899	1.0	0.9879032258064516
GOTERM_BP_4	GO:0019438~aromatic compound biosynthetic process	39	12.871287128712872	0.042400122678172614	RV2601A, RV0081, RV1297, RV3334, RV0064A, RV2069, RV2642, RV3855, RV2865, RV1315, RV0918, RV2207, RV3911, RV2989, RV2506, RV0956, RV0757, RV0678, RV0512, RV0078, RV0232, RV0452, RV0196, RV0491, RV2132, RV1221, RV3124, RV1665, RV3744, RV3645, RV1603, RV1626, RV0803, RV0748, RV1904, RV0967, RV1609, RV0667, RV0386	130	412	1805	1.3143203883495145	0.9999935907595344	1.0	1.0
GOTERM_BP_FAT	GO:0009410~response to xenobiotic stimulus	3	0.9900990099009901	0.04243464853798828	RV1221, RV2069, RV3911	150	5	2125	8.500000000000002	0.9999999999997969	1.0	0.9925705794947994
